locatie_id,watersysteemid,locatie_naam,locatie_code,locatie_omschrijving,rw_identificatie,PARAMETER_WAT_OMSCHRIJVING,TIJDSTIP_LAATSTE_METING,geometry
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c78,Markermeer,"Lelystad, Houtribsluis, zuid",lelystad.houtribsluis.zuid,"Lelystad, Houtribsluis, zuid",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.433916, 52.526351)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c6f,Markermeer,"Krabbersgat, Markermeer",krabbersgat.markermeer,"voorheen, zuid",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.279974, 52.691226)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be0,Markermeer,"Lelystad, Houtribsluis, zuid",lelystad.houtribsluis.zuid,"Lelystad, Houtribsluis, zuid",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.433916, 52.526351)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bdc,Markermeer,"Krabbersgat, Markermeer",krabbersgat.markermeer,"voorheen, zuid",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.279974, 52.691226)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b96,Markermeer,Edam,edam,Edam,Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.06988, 52.516051)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b94,Markermeer,"Almere, Hollandse brug",almere.hollandsebrug,"Almere, Hollandse brug",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.1376, 52.3265)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab0,Markermeer,"Markermeer, midden",markermeer.midden,"Markermeer, midden",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.23124, 52.5317)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aaf,Markermeer,Markermeer Trintelzand,markermeer.trintelzand,Markermeer Trintelzand,Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.37297, 52.62412)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf5,Markkanaal,"Oosterhout, Marksluis, beneden",oosterhout.marksluis.beneden,"Oosterhout, Marksluis, beneden",Markkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.830861, 51.647889)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad6,Markkanaal,"Oosterhout, Marksluis, beneden",oosterhout.marksluis.beneden,"Oosterhout, Marksluis, beneden",Markkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.830861, 51.647889)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5caa,Maximakanaal,Rosmalen Hinthamsluis beneden,rosmalen.hinthamsluis.beneden,Rosmalen Hinthamsluis beneden,Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.358111, 51.700277)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c85,Maximakanaal,Empel beneden,shertogenbosch.empel.maas,"km 215,40",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.332889, 51.740083)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c1d,Maximakanaal,"Empel, kanaal",shertogenbosch.empel.kanaal,"Empel, kanaal",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.333972, 51.738528)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c0f,Maximakanaal,Rosmalen Hinthamsluis boven,rosmalen.hinthamsluis.boven,Rosmalen Hinthamsluis boven,Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.359194, 51.697111)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5adc,Maximakanaal,"Rosmalen, Hintham, boven",rosmalen.hintham.boven,"Rosmalen, Hintham, boven",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.359169, 51.696961)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5adb,Maximakanaal,"Rosmalen, Hintham, beneden",rosmalen.hintham.beneden,"Rosmalen, Hintham, beneden",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.358111, 51.700278)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad8,Maximakanaal,Empel beneden,shertogenbosch.empel.maas,"km 215,40",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.332889, 51.740083)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad5,Maximakanaal,"Empel, kanaal",shertogenbosch.empel.kanaal,"Empel, kanaal",Maximakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.333972, 51.738528)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c87,Meppelerdiep,"Zwartsluis, Meppelerdiep",zwartsluis.meppelerdiep,km 2.5,Meppelerdiep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.092924, 52.652215)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aed,Meppelerdiep,"Zwartsluis, Meppelerdiep",zwartsluis.meppelerdiep,km 2.5,Meppelerdiep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.092924, 52.652215)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d02,Westerschelde,Ossenisse,ossenisse,vh Overloop van Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.966769, 51.407884)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cf1,Westerschelde,Walsoorden,walsoorden,Walsoorden,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.026206, 51.398427)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ccf,Westerschelde,Schaar van de Noord,schaarvandenoord,Schaar van de Noord,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.164992, 51.377868)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c95,Westerschelde,"Kloosterzande, Baalhoek",kloosterzande.baalhoek,"Kloosterzande, Baalhoek",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.10258, 51.366086)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c83,Westerschelde,"Terneuzen, westsluis, buiten",terneuzen.westsluis.buiten,"Terneuzen, westsluis, buiten",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.812564, 51.337472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c82,Westerschelde,"Rilland, Bath",rilland.bath,"Rilland, Bath",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.21014, 51.39878)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c6e,Westerschelde,Westkapelle,westkapelle,Westkapelle,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.440031, 51.521448)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c64,Westerschelde,Borssele,borssele,Borssele,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.735446, 51.410924)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c61,Westerschelde,Vlissingen,vlissingen,Vlissingen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.6, 51.442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c37,Westerschelde,"Breskens, Handelshaven",breskens.handelshaven,"Breskens, Handelshaven",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.565798, 51.396709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c35,Westerschelde,Terneuzen,terneuzen,Terneuzen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.819812, 51.336212)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c26,Westerschelde,Rilland Bathse spuisluis buiten,rilland.bathsespuisluis.buiten,Rilland Bathse spuisluis buiten,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.234155, 51.39283)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf9,Westerschelde,Hansweert,hansweert,Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.99744, 51.44567)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be4,Westerschelde,Vlissingen,vlissingen,Vlissingen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.6, 51.442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be3,Westerschelde,"Cadzand, 2",cadzand.2,"Cadzand, 2",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.376275, 51.379298)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b8c,Westerschelde,"Breskens, Veerhaven",breskens.veerhaven,"Breskens, Veerhaven",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.550427, 51.403661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b77,Westerschelde,Gat van Borssele,gatvanborssele,Gat van Borssele,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:37:00Z,"c(3.757884, 51.411393)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b75,Westerschelde,"Breskens, Veerhaven",breskens.veerhaven,"Breskens, Veerhaven",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:27:00Z,"c(3.550427, 51.403661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b6e,Westerschelde,"Cadzand, 2",cadzand.2,"Cadzand, 2",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T01:47:00Z,"c(3.376275, 51.379298)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b61,Westerschelde,Westkapelle,westkapelle,Westkapelle,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:00:00Z,"c(3.440031, 51.521448)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b58,Westerschelde,Vlissingen,vlissingen,Vlissingen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:27:00Z,"c(3.6, 51.442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b53,Westerschelde,"Terneuzen, westsluis, buiten",terneuzen.westsluis.buiten,"Terneuzen, westsluis, buiten",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:50:00Z,"c(3.812564, 51.337472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b4e,Westerschelde,Terneuzen,terneuzen,Terneuzen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:45:00Z,"c(3.819812, 51.336212)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ac5,Westerschelde,"Terneuzen, westsluis, buiten",terneuzen.westsluis.buiten,"Terneuzen, westsluis, buiten",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T00:50:00Z,"c(3.812564, 51.337472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aae,Westerschelde,Ossenisse,ossenisse,vh Overloop van Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.966769, 51.407884)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aab,Westerschelde,"Kloosterzande, Baalhoek",kloosterzande.baalhoek,"Kloosterzande, Baalhoek",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.10258, 51.366086)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa6,Westerschelde,Westkapelle,westkapelle,Westkapelle,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:20:00Z,"c(3.440031, 51.521448)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa3,Westerschelde,"Rilland, Bath",rilland.bath,"Rilland, Bath",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:40:00Z,"c(4.21014, 51.39878)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa1,Westerschelde,"Breskens, Veerhaven",breskens.veerhaven,"Breskens, Veerhaven",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:27:00Z,"c(3.550427, 51.403661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a97,Westerschelde,Walsoorden,walsoorden,Walsoorden,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:25:00Z,"c(4.026206, 51.398427)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a89,Westerschelde,Terneuzen,terneuzen,Terneuzen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:55:00Z,"c(3.819812, 51.336212)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a87,Westerschelde,Vlissingen,vlissingen,Vlissingen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:30:00Z,"c(3.6, 51.442)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a86,Westerschelde,Gat van Borssele,gatvanborssele,Gat van Borssele,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:50:00Z,"c(3.757884, 51.411393)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a84,Westerschelde,Ossenisse,ossenisse,vh Overloop van Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:10:00Z,"c(3.966769, 51.407884)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a82,Westerschelde,Schaar van de Noord,schaarvandenoord,Schaar van de Noord,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:40:00Z,"c(4.164992, 51.377868)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a78,Westerschelde,"Terneuzen, westsluis, buiten",terneuzen.westsluis.buiten,"Terneuzen, westsluis, buiten",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.812564, 51.337472)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a74,Westerschelde,Gat van Borssele,gatvanborssele,Gat van Borssele,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.757884, 51.411393)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a73,Westerschelde,Schaar van de Noord,schaarvandenoord,Schaar van de Noord,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.164992, 51.377868)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a68,Westerschelde,"Kloosterzande, Baalhoek",kloosterzande.baalhoek,"Kloosterzande, Baalhoek",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.10258, 51.366086)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a67,Westerschelde,Westkapelle,westkapelle,Westkapelle,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.440031, 51.521448)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a66,Westerschelde,Walsoorden,walsoorden,Walsoorden,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.026206, 51.398427)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a65,Westerschelde,Terneuzen,terneuzen,Terneuzen,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.819812, 51.336212)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a63,Westerschelde,Schaar van de Noord,schaarvandenoord,Schaar van de Noord,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.164992, 51.377868)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a62,Westerschelde,Ossenisse,ossenisse,vh Overloop van Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.966769, 51.407884)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a61,Westerschelde,Hansweert,hansweert,Hansweert,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.99744, 51.44567)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a60,Westerschelde,"Rilland, Bath",rilland.bath,"Rilland, Bath",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.21014, 51.39878)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a5e,Westerschelde,Gat van Borssele,gatvanborssele,Gat van Borssele,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.757884, 51.411393)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a5d,Westerschelde,Schaar van de Noord,schaarvandenoord,Schaar van de Noord,Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(4.164992, 51.377868)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a59,Westerschelde,"Kloosterzande, Baalhoek",kloosterzande.baalhoek,"Kloosterzande, Baalhoek",Westerschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:35:00Z,"c(4.10258, 51.366086)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce5,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, boven",haghorst.sluis4.boven,"Haghorst, sluis 4, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.207719, 51.498219)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cc9,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, schuif1",haghorst.sluis4.schuif1,"Haghorst, sluis 4, schuif1",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.207447, 51.497942)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cb1,Wilhelminakanaal - Amertak,"Oosterhout, Marksluis, boven",oosterhout.marksluis.boven,"Oosterhout, Marksluis, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.833494, 51.648139)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c5c,Wilhelminakanaal - Amertak,"Oosterhout, sluis 1, boven",oosterhout.sluis1.boven,"Oosterhout, sluis 1, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.83975, 51.643)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c54,Wilhelminakanaal - Amertak,"Tilburg, sluis 2, boven",tilburg.sluis2.boven,"Tilburg, sluis 2, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.9924, 51.59645)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c48,Wilhelminakanaal - Amertak,"Tilburg, sluis 2, beneden",tilburg.sluis2.beneden,"Tilburg, sluis 2, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.9908, 51.59716)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c31,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, beneden",haghorst.sluis4.beneden,"Haghorst, sluis 4, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.206136, 51.498158)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c2f,Wilhelminakanaal - Amertak,"Oosterhout, sluis 1, spuikanaal",oosterhout.sluis1.spuikanaal,"Oosterhout, sluis 1, spuikanaal",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.8393, 51.644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c25,Wilhelminakanaal - Amertak,"Tilburg, sluis 3, boven",tilburg.sluis3.boven,"Tilburg, sluis 3, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.036, 51.5816)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c16,Wilhelminakanaal - Amertak,"Tilburg, sluis 3, beneden",tilburg.sluis3.beneden,"Tilburg, sluis 3, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.0324, 51.582)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b3b,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, boven",haghorst.sluis4.boven,"Haghorst, sluis 4, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.207719, 51.498219)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b2d,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, beneden",haghorst.sluis4.beneden,"Haghorst, sluis 4, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.206136, 51.498158)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b24,Wilhelminakanaal - Amertak,"Haghorst, sluis 4, schuif1",haghorst.sluis4.schuif1,"Haghorst, sluis 4, schuif1",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.207447, 51.497942)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b1a,Wilhelminakanaal - Amertak,"Tilburg, sluis 3, boven",tilburg.sluis3.boven,"Tilburg, sluis 3, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.036, 51.5816)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af8,Wilhelminakanaal - Amertak,"Oosterhout, sluis 1, spuikanaal",oosterhout.sluis1.spuikanaal,"Oosterhout, sluis 1, spuikanaal",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.8393, 51.644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af4,Wilhelminakanaal - Amertak,"Tilburg, sluis 2, beneden",tilburg.sluis2.beneden,"Tilburg, sluis 2, beneden",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.9908, 51.59716)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af2,Wilhelminakanaal - Amertak,"Oosterhout, Marksluis, boven",oosterhout.marksluis.boven,"Oosterhout, Marksluis, boven",Wilhelminakanaal - Amertak,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.833494, 51.648139)"
